year,Argentina,Australia,Brazil,Canada,China,European Union (27),France,Germany,India,Indonesia,Italy,Japan,Mexico,Russia,Saudi Arabia,South Africa,South Korea,Turkey,United Kingdom,United States
1980,-0.02135797931608574,-0.009165286313472354,-0.0018345688965631934,0.007195400579511624,-0.00281876198496378,-0.021173696150704413,-0.0174277749261027,-0.031176645829331218,0.0070954782666783345,0.049082491342722356,-0.030122554211717056,-0.03635949183882736,0.06140792747650092,0.0,-0.14382460145654996,0.03960234934086282,0.017533204156040316,0.017864214291190894,-0.0900902155511003,-0.05010071005697181
1981,-0.044827605658055325,0.0008207528374868378,-0.04668985855303831,-0.018061294398700967,-0.027922987432844493,-0.032586004961373094,-0.015230603006887278,-0.02986274694591562,0.08232772694548585,0.0473223623507919,-0.024503753272053008,-0.020364263906375912,0.08124403075526687,0.0,0.13703917262504595,0.13460332107571493,0.031753858270284985,-0.011009648859273358,-0.028888725719629638,-0.04039234785214785
1982,0.0026787659127098795,-0.0247517986858673,0.0265598276954091,-0.04114024025915697,0.027992390946423695,-0.026866505353311698,-0.042276968895804345,-0.034320235915909825,-0.031944491407220776,-0.003661452025673251,-0.020787581390416032,-0.043956339750134465,0.021156449782242293,0.0,0.0495821345807157,0.04814147977194683,-0.01660747628140702,0.06828554338954507,-0.013916806038936969,-0.050593029778097875
1983,0.026091465109744805,-0.04757444816338585,-0.0014652955606723195,-0.015643271389791824,0.04818110970442069,0.0015506542735830298,0.019757217318924214,0.014717712461303378,0.028158221765234748,0.03524965348814191,-0.021384224284522135,0.007612086769466231,-0.030701416093260603,0.0,0.03332476514336924,-0.013521402218580114,0.06960550692620582,0.009903787504608186,0.003128489042185656,-0.013830904097570595
1984,-0.012648720285473813,0.02525766269433416,0.05085989360849563,0.053755694998729675,0.057775010393879445,0.027437902763122635,0.028893376679881788,0.036915357473241706,0.044331309322287904,0.0767423719471858,0.015340104182779646,0.07874234729301821,0.026584547473079256,0.0,0.14134993953564345,0.06271203510930445,0.0757912890134691,0.02931423256504173,-0.001610107484641965,0.040444196845554004
1985,-0.026858033546931614,0.01605578754756376,0.04252855037342118,0.02327233019707764,0.06543679723353768,0.04832554650965082,0.028078769903881806,0.028667317670739934,0.032061636740507105,0.0383387313933663,-0.0043534438520322905,0.0024152205824696793,0.03018584992686235,0.0,-0.025712979368186728,-0.00854034832402617,0.09005294966167288,0.055901958476926916,0.04105389250505631,-0.012637484440216395
1986,0.04068011397404514,0.005321411399360043,0.043213163863919046,-0.0008451423413790016,0.030716663537854405,0.011534578232289094,0.019961329749325296,-0.010407236830259459,0.04661320793744905,0.04678711433428928,0.02722374629627189,-0.003475278985376584,-0.046940830451151605,0.00959439221403513,0.027968549954363375,-0.014109681357623693,0.10678172309971701,0.06690084471458269,0.02631520525878095,-0.0007563404353516656
1987,0.02943382914415804,0.013728255360547559,0.009314949674680495,0.019603984242928973,0.05977915100379505,0.01770517267799332,0.013606790954503234,0.0048655024229677934,0.040009448864842145,0.03536755651227175,0.029608215655814618,0.015449479344891826,0.015209006192619556,0.02372433748097813,0.014375517111653968,-0.019085009061039715,0.09292895783997346,0.11715397355163804,-0.0035109537759432374,0.023494496799343345
1988,0.0015182354071985316,0.029009870206706756,0.01891888315391843,0.025374955332019722,0.056038206375914834,0.00528343404582543,0.008461509753895147,-0.0015440463670680638,0.06492506384187835,0.03598958867718638,0.024145957559585707,0.058880736514111076,-0.009560117406075652,0.009463851116915833,0.0019641303334176907,0.0637364236850213,0.10104225789467391,0.07807215191023209,0.011104171925497619,0.035031154521308894
1989,-0.04992776383198072,0.033549107869554895,0.001405116039532306,-0.006050626993355013,0.03232250715895191,-0.0006444855893283918,0.007606346653521667,-0.0160876392019913,0.06885669103457559,0.08863727047934233,0.027060502593236446,0.030419610452265156,0.0385283800619598,-0.0022788563060868183,-0.056772058032879436,-0.07618262338278192,0.07268358147614151,-0.03748163996064435,-0.0009564941348689793,0.013073571446329924
1990,-0.030346538214353513,0.005672029534052214,-0.03336849935922048,-0.05234867437599788,-0.003944607285095825,-0.007778373000179806,0.026326800597659572,-0.021481949456644722,0.05064343766719959,0.08209497616777561,0.01584031941488173,0.03291708879031918,0.03281770908977566,-0.021933103425408107,0.039694508193280464,0.0027446905019323786,0.11723853608199075,0.06538588246997823,0.005549335426213942,-0.010054345744879511
1991,0.0018338504165911207,-0.020325395780504185,0.020911889966290342,-0.008780172111659934,0.03512568483589451,-0.007443297907734903,0.058589666262762075,-0.02960723277385735,0.03323660384925331,0.06911695791418704,0.030712785649150476,0.019338405168050743,0.018311043349984013,-0.016630227715487278,0.006667530863203597,-0.03228460855290216,0.12159284760079236,0.002460157407156105,0.018406101106973827,-0.015141563114149825
1992,0.05806293836986942,0.00532407425344017,0.029248672078592053,0.014758804758866706,0.04058280755890853,-0.022008009141594176,0.0045001181059949324,-0.024801153587577285,0.029947000283417013,0.07928305831226412,-0.0047569292795144325,0.007427289065881082,-0.0017897913288947853,-0.03918065504720514,-0.02706547088129352,-0.015758584324746527,0.12236282217782324,0.03323721661091361,-0.008792296468943195,0.00037519570413824255
1993,0.019178170822299112,0.011216640921113408,0.027982522881963234,0.01377536958452974,0.06709653619911826,-0.010157963765640488,-0.0031393956458288796,-0.008995169279465198,0.0040913812927030335,0.04787345132324372,-0.021762486182673957,0.012341004647433929,-0.014085135177475672,-0.06875712652352817,-0.01085997721956622,-0.019683995462031034,0.09101894570337943,0.06796039127918307,0.009124288917379042,0.00676096981252905
1994,0.039436301051900546,0.028743533861035786,0.033889229298386336,0.026884735166543994,0.052447976430944454,-0.0060382551087755365,-0.015396265240624207,-0.013138569965336133,0.03276268035761709,0.02973468289941339,-0.002513404948359721,0.03460477256909833,0.036513467842393954,-0.08711376463463161,0.1234828969249464,0.02506702293328078,0.0728344351435195,-0.048456164567189264,-0.014369050552372031,0.004833102817844548
1995,0.018484309299500845,0.03271929483069269,0.03372642684481986,0.013674139803163454,0.021054082138108665,0.022904801930288654,0.020345826832297575,0.002227495854715711,0.05351929182180348,0.07069500294472109,0.04058212589006094,0.04847072643386596,-0.03273921691905546,-0.051890484745061305,-0.052400793016572966,0.028020971259061778,0.08716182750912682,0.10032842853242507,0.0009264787700631327,0.008824371518160179
1996,0.032868336742707616,0.01751077759734554,0.03982213426068948,0.016680732472257764,0.044879035788011334,0.0292224532130827,0.03349898685355135,0.030713954206973426,0.019898245426771766,0.05501421248490246,-0.0005526360906030758,0.01694919493289171,0.013515065418783223,-0.03539656414433312,0.006332967849685955,0.004480414236987418,0.09798787067799153,0.07293523678275116,0.04580516573567062,0.020934628297951008
1997,-0.00042272157835576696,0.013494085800368927,0.04138809987140957,-0.004761818561979325,-0.0009734096115303625,-0.005101637545420812,-0.017272154617654967,-0.014464573005621872,0.03522781697297628,0.06798913744831037,0.016818897084188045,0.01680901966309234,-0.000852186582137815,-0.052378236561197,-0.008411802981419969,0.008540333698759728,0.09104933507323953,0.02923784049439404,-0.02019373366421462,-0.0051107391674447555
1998,0.02368268885525837,0.013322707822794655,0.021562061794229592,-0.022912074884491873,-0.005489161788300945,0.009099113181007645,0.018664080982095932,-0.009352764017025561,0.04089341931443191,-0.03217667884364317,0.022769345987479372,-0.02213726824606177,0.026675522072629354,-5.6213348564537746e-05,0.024905917654128862,-0.029753967610115395,-0.09127963141795137,0.009614125224419512,0.007454234318226449,-0.006149487903895023
1999,-0.0006741764523305882,0.02990321818403463,0.003402181657388814,0.023235821890036368,0.027955911880432227,-0.005765925732759913,0.012930609755799072,-0.014343339110264086,0.010132924305101154,0.07556836355224394,0.02808089943125469,0.014393373465677817,-0.002986222352809431,0.014971253928851347,-0.007785278460899603,0.022387738447540606,0.08339315786470758,-0.04082494440087281,-0.008350942547873719,0.005540940758309798
2000,-0.007265045135881776,-0.005385165693827743,0.004039812240693497,0.017706615347402144,0.029274483942437923,0.005896696494658293,0.0073363985816887745,0.006276529531506592,0.031469250995945774,0.055082946937369925,0.013090821318591406,0.008730680634138288,0.030591932736034444,0.021406876290654964,0.020492122469230933,-0.008211764315125936,0.051552041207808985,0.052560365435359246,0.0037530749835070765,0.010703712439653401
2001,-0.0339564540399514,-0.004293447284024254,-0.03581490177122271,-0.030760426199762825,0.04958523019491179,0.018150458513608525,0.006273180412544654,0.019174171739101187,-0.013881902371399302,0.05611306986228892,-0.0013340104693772004,-0.011509345953005345,-0.02773553280768104,0.020059642198511307,0.03953253136857593,-0.003672251902729462,0.01812557273192006,-0.10480202054219878,0.005293661425961771,-0.03433697703738048
2002,-0.05134080738249569,0.008114045699914918,0.012426313376460829,0.02340508500878502,0.08208720477592335,-0.008695399920087499,-0.01624030891615824,-0.011709183638153431,0.014375607377409283,0.013056676018454949,-0.008720719251945286,-0.00039011330732519056,0.015830863282868313,0.0003475161911314917,0.016772503744802547,-0.034351581203710846,0.04041541886669475,0.07899557418112746,-0.025708068143767027,0.004724729120774374
2003,0.0608192362973754,0.0027580245009386495,0.006629843107381017,-0.004666617586273736,0.15763245481762223,0.01632913967549099,0.004283730294692756,0.0008752524397717121,0.018076169192011715,0.07042627952813452,0.026180318051080897,-0.005157388913748728,-0.0070433327017837,0.025083348979261677,0.035141484415549096,0.07342898189397684,0.027332105271190343,0.04501235474471854,0.010855419896319107,-0.006381066045042405
2004,0.051135626294651626,0.020316534085902838,0.03601914004035889,0.006074462482749565,0.16290824324632625,0.010545344976466309,0.001827760527326916,0.0008419318575549894,0.06777643204384742,-0.022167756743757705,0.014511033189655409,0.010216575868960742,0.03885356601109469,0.012954695840074137,0.06149272406022188,0.08111182381607085,0.019357822918591783,0.05634798007897257,-0.0004319496874427564,0.009770368282837394
2005,0.050556040490602694,-0.008074701587485356,0.01729485683313947,-0.0028224213430630973,0.12901603720938049,-0.0027478601831186777,-0.012454228938174716,-0.011123169703303959,0.042039294277412154,0.016033648384436994,-0.004593344959250678,0.0024511051287392505,0.04924788820687631,0.002488966508426449,0.0020592866176614155,-0.062233529563526346,0.030377637409177316,0.008854041243107957,0.0047721350590905764,-0.009288648630595975
2006,0.03974057139920251,0.02784143247000115,0.014662944629301622,-0.015213387674482215,0.08927912957040629,0.004277633250074686,-0.014677203730870558,0.025607249119689257,0.03752391801772603,0.007745113019631988,-0.008546316512824448,-0.0030979960399258877,0.017813902619511213,0.04774313864672619,0.0003676556664660158,0.010603551434990699,0.013032216538509278,0.09514484795865163,-0.019018958631825345,-0.017511446835459354
2007,0.033151087958781966,0.006135846666966538,0.05049136531520415,0.027672398355878647,0.0798841621765991,-0.015989552568349885,-0.02408913561681425,-0.04166226129170625,0.06944286305859282,0.05826236733737722,-0.024888849877534258,-0.0115115154249259,-0.008204334246166178,0.006834641364915628,0.0034051699868138385,0.016885249009799486,0.02627842415673176,0.04889129935776482,-0.03711246850007455,0.003683764540550083
2008,0.002979084531868459,-0.002978492284243184,0.031748075934702635,-0.02248156808457591,0.03195424660332513,-0.007893145845479066,-0.0032525202350802696,0.010172602855294866,0.0434930126591091,-0.0038184767272295694,-0.02434000941528447,-0.018108795651936016,0.009057982363242623,0.004825139249067467,0.05534071122521822,0.05951351355319212,0.01287023613019822,-0.008588413979015663,-0.025886758262954168,-0.033743276941640477
2009,-0.037705933522875656,-0.03328508579575917,-0.015189322373137859,-0.04990074881329276,0.03682725890038396,-0.06194294171051373,-0.061451344466014524,-0.06212508247328952,0.06275687292462706,0.01873575899830393,-0.07169303128029614,-0.08781628588421364,-0.021139672352494587,-0.05009551093973186,0.009075144652470835,-0.016210730384400684,0.0015798278857535042,0.0008150459442355373,-0.05670955404436728,-0.05791333451634173
2010,0.02625123548684294,-0.01673083096584338,0.09124574470325109,-0.00100065382290504,0.06259127970972744,0.03610586251245418,0.024363775294046874,0.041146483018403845,0.030058625622344293,0.08277027279390481,0.028497528361603797,0.06613522052891607,0.0164043496626598,0.03829749720407816,0.07059474158114742,-0.005350266294984363,0.07805941465859645,0.04091420780619126,0.015082287647659287,0.02483892706686408
2011,0.01722301067090304,0.015489360460131607,0.0358168148412612,0.026926652917136362,0.07137736940132111,-0.03146176423479197,-0.043900875409518925,-0.03666170462746443,0.04646488632169876,0.05242787891381573,-0.0223856382837333,-0.05208633263260587,0.033072266236531034,0.03316601670304342,0.025473813468645856,-0.024597154814275046,0.04137814877544477,0.054287591739601515,-0.061435320277064664,-0.01720825439359519
2012,0.02845874559686168,-0.03082112239105328,0.009934024769681749,-0.007448776171511962,0.03385642753514562,-0.0124160975609513,-0.004092981752991776,0.012313922111157671,0.04572524462372418,0.022967641957293727,-0.029700026844613148,-0.006500037288695637,-0.008250304309683765,0.0004002184719507085,0.03736302814122272,-0.028402338988397724,0.0027359534116264683,0.04641079413836935,0.004206182166448302,-0.03489406941372297
2013,0.02941571858454073,-0.004074995214305099,0.025625011453238367,0.013423994660807237,0.030436435009646434,-0.008599291324343561,0.006487701666399559,0.026637845733279875,0.021597479700318445,-0.047173301908132514,-0.04581075350655306,-0.005926545039973807,-0.008999561809398315,-0.014881309132551368,-0.016671463229729788,-0.009154133048598911,-0.005582042165468537,-0.024015550189216306,-0.011121161157011117,0.018383321901730643
2014,-0.013196278327089583,-0.008476463078280094,0.014780720262469904,-0.007018285469100216,0.022439910600239754,-0.036025752880240014,-0.04576503035113322,-0.04356779139836797,0.05610919621712984,0.0009903722847481866,-0.051962708217734965,-0.02374932365619975,-0.016690365089873094,0.00011546840205567399,0.055166765371413407,-0.0042695336820967045,0.00021695535256749388,0.010052121411543657,-0.06263652015172883,0.0020925681542631747
2015,0.006839033766429026,0.008332249441268758,-0.03431523138903714,-0.0027600110385628263,0.006636953754653341,0.011908876402935586,0.0024243329565165617,0.016315957030347716,0.017386550320569683,0.008912191053382479,0.029104362407722295,-0.012421058066299118,-0.012893619960976266,-0.01951203294202808,0.01194764633685197,-0.0410003523033845,0.0086787548513243,0.07565690290019611,0.007340364861765147,-0.01743843295502956
2016,-0.014229759538949782,-0.011586116252070733,-0.030115015262477174,-0.024184669104376888,0.010887311911427222,0.010162482655178051,-0.019574374041177567,0.013245334625216376,0.031128918749373957,-0.0007462443054421231,0.005295939555715501,-0.010820618226587309,0.0014301320296008502,0.018929190608316215,0.006309777076035639,0.03670622896334086,0.022692224807296046,0.034100733223549895,-0.017063003547199695,-0.00887356737396483
2017,-0.009876538969556314,-0.019527627202246767,0.002939505098119577,0.00398226905669441,0.028294639375228137,0.008332898532801947,-0.009787408241816453,0.009389013035338012,0.026518444814455977,0.03452201365328733,0.013608208115236442,0.014834007876900701,0.0036353255547032504,0.0036684084914950787,-0.029655196381742743,-0.007275599391135756,0.007192675142010829,0.04573799511444898,-0.008727820484808912,-0.0041280802788944415
2018,-0.015195382707068106,-0.0026694301953815724,-0.003984767801963773,-0.004693896322778057,0.03452985158568023,0.0021644479325839683,0.016340909533489212,-0.02826823303876924,0.05276820271018168,0.09815659492823015,0.010497939474463536,-0.0021270594632486484,-0.01378322178983482,0.03541830637481547,-0.03542740890674123,-0.04746271647782119,0.012163959006727953,-0.019672883746544634,-0.009716993990648515,0.029210470597816673
2019,-0.060579779114691146,0.02013656743904213,0.012762321141007504,-0.01782558051761829,0.032793187500043564,-0.017374469011576577,-0.02298868945259036,-0.028691436997871023,0.013878595881525735,0.0572937638029698,-0.015031765426648747,-0.019798192360752753,-0.04828018209520735,-0.00787483908439568,-0.03614851976898448,0.032872032588711075,-0.015421754186985992,0.02940622968675899,-0.028414887690587087,-0.013603054264070935
2020,-0.059765175379122515,-0.06238415905610484,-0.05050168858963977,-0.06435422536551338,0.0232094800863778,-0.07671932868204556,-0.10061867881458764,-0.07314312327952388,-0.06628201651166932,-0.08176491168927924,-0.093025000081989,-0.07027756284144271,-0.15797594851018926,-0.037255275350198125,-0.02090497108225886,-0.08773261210638461,-0.04270702775876456,-0.03215537279237657,-0.10634525475624446,-0.07892630878259543
2021,0.07661067300073343,-0.012608682891623646,0.0415346948423434,0.0011900860887914533,0.06748999349624607,0.0539472148815765,0.061137741482697905,0.022102655077975708,0.0918323207267906,0.018959112838183634,0.0775317550202057,0.04076358112511258,0.0499070057545965,0.08752492300650627,0.021016455835635828,-0.004807618127013802,0.049448457701605886,0.05190790590463612,0.013534011673501878,0.04681539612125918
